,VGAMpValue,Variance
ZNF512,5.55480664378849e-09,7.91124074976242
SRPRB,5.56713187446172e-09,4.66164254154133
SPINK5,5.57277747894228e-09,3.21096337196246
MSANTD3-TMEFF1,5.64010369255777e-09,7.82303914866964
C8orf44,5.68283819878084e-09,2.41920759062573
CUX1,5.71063415069862e-09,4.70453361537134
VRK1,5.77520757641148e-09,6.70055913545418
UBA2,5.77832917582734e-09,4.60337229048658
GPC6,5.82734688505138e-09,8.25626861899249
LYST,5.84161220088308e-09,3.42245422407068
CTDSP1,5.88880894345066e-09,3.8790589464019
TSPAN14,5.93998638275978e-09,3.23806037414868
TALDO1,5.96213134269722e-09,4.41183482813363
FAM104B,5.97135583396731e-09,5.25483160152621
RPS6KA3,5.98530864780604e-09,4.33222974768709
ZNF462,5.98727377196777e-09,5.07926560386762
STK33,5.9906544839674e-09,5.42217335528689
PUSL1,6.02099426558753e-09,3.50856614915384
LGR4,6.0798020344137e-09,9.05563266291327
RPS6KA6,6.10200599580855e-09,5.73792277693031
PAQR8,6.11307562526849e-09,3.43925706316778
CPT1C,6.16977999589099e-09,2.61259803541638
SIAH3,6.2405717878217e-09,1.19872298578858
SCD,6.27829554815904e-09,0.468171411778169
PAK3,6.33204972685855e-09,1.87030026330117
USP18,6.37701725203514e-09,3.53619428862204
SLC52A1,6.4215090184597e-09,0.981458082507354
LMAN1,6.43013720123327e-09,3.43454531221904
FIGNL2,6.48077249844146e-09,1.12012532999024
ARF3,6.5548114328245e-09,3.66183572020298
DTX4,6.69647752286605e-09,4.15699512152588
ASPSCR1,6.70754682164763e-09,2.95600073409117
DNAAF2,6.76290354119274e-09,8.06424059097606
PTN,6.78897508792397e-09,5.06106227234364
PREPL,6.84260772623492e-09,8.23514788803436
LRRC32,7.12003886009318e-09,3.77686872156675
CACNA1D,7.15229100088665e-09,0.300854842362589
TPD52L2,7.17937519621869e-09,6.25301133692299
SUPT16H,7.27430063015326e-09,2.45209007435698
ATP6V1B2,7.39549883321398e-09,5.93893017621589
KAL1,7.54180735703093e-09,8.90101968553038
GPR37L1,7.56396013175347e-09,1.66938583111428
GPR65,7.6295893853626e-09,1.989248309995
PRSS1,7.66423351423363e-09,1.79287094336927
HSPB8,7.72415450889647e-09,5.20868502835054
SLC16A2,7.72824479127961e-09,6.95591958805383
SLC16A10,7.77065793817643e-09,1.12377299396166
SKIV2L2,7.7734133258645e-09,6.01702507432227
BHMT2,7.82487905214229e-09,1.9769023558492
ELMOD2,7.82511444885812e-09,10.2794507338689
HNMT,7.84137714302826e-09,2.9662987918439
UPF3B,7.86613717313302e-09,6.25518892940217
TRIM35,7.97075447167351e-09,6.29868035518464
PPPDE1,8.04878049196627e-09,8.64290659188077
FAM123B,8.05667453899648e-09,2.77828356421133
IRAK2,8.07258622369711e-09,1.51887307192367
RNF217,8.12935783610262e-09,4.16234797554489
RPA1,8.15157298627355e-09,4.75958004439593
GRIN2A,8.15418116224029e-09,1.56557839679277
HUNK,8.22861442689431e-09,2.87912046256028
TMEM87A,8.2617269165869e-09,6.2537529026858
O3FAR1,8.27049851894901e-09,1.55076745322307
CENPBD1,8.29177923000871e-09,2.76363211637844
TMC5,8.29249230106052e-09,2.02655227702213
SOD2,8.36984669316345e-09,4.84981376474603
HINT3,8.40045890763911e-09,5.10349980007967
PUS1,8.50474907899243e-09,3.55482143667587
FSD1L,8.51539882566624e-09,4.87806500135799
GMDS,8.7319065183894e-09,1.42705862076984
EIF2S1,8.74339578608121e-09,2.59555019419574
FAAH,8.74681579773552e-09,0.630514735091987
RBFOX2,8.83850289895162e-09,4.61214740633465
COX6B2,8.8655835184095e-09,1.94234552431451
EZH2,8.87463908207493e-09,5.69024446521029
CHEK2,8.92710154480174e-09,8.57827057943308
COL6A6,8.93465506177299e-09,2.34901498710319
SPRED2,8.99321832957783e-09,6.81730239929399
DGCR6L,9.01967556952745e-09,5.19596371355261
NFASC,9.08552580886922e-09,4.37528474046198
RBP1,9.14289798176197e-09,3.68171817191218
USP9X,9.14561779532009e-09,2.50713836224202
SYNC,9.16702076732233e-09,15.5549970571896
NPTXR,9.17426709986337e-09,1.38186177058696
FSTL1,9.33552395562891e-09,2.43368922560377
SNX8,9.39286833574725e-09,3.3707986006031
PLAGL2,9.42989960184079e-09,6.00067721655143
USP49,9.44122121422292e-09,1.96802834530111
ERCC-00079,9.52533692134453e-09,5.81075530549632
AARS2,9.58157225862939e-09,3.22168139191309
PRKDC,9.75219596974661e-09,1.03424441545768
CYC1,9.78150321168984e-09,4.38254964839514
SDC2,9.80504390140037e-09,7.41062497369882
DUS4L,9.89125015291165e-09,4.34987595426466
PTGES2,9.92904764971912e-09,3.02319542384804
ECEL1,1.01694398776393e-08,0.28614397407468
NUMB,1.02548359922478e-08,6.59937694983469
NR2C1,1.02677789114112e-08,5.90941016292091
CIITA,1.03279482389657e-08,1.5038629550144
ADCY2,1.04063866678985e-08,4.58143791214116
PSRC1,1.04560581078547e-08,5.29508217910273
VOPP1,1.04620019394772e-08,6.04762394228536
CDC25A,1.04813616696021e-08,5.6648043931508
OSBPL10,1.05873812024234e-08,7.63524301850995
MRPL16,1.06146174266086e-08,4.8696957847611
FAM123C,1.06574681901256e-08,2.02545107989139
PPP3CC,1.07417091785326e-08,2.66509751136746
C8orf33,1.08846174337519e-08,3.94055899596385
PCDH8,1.08880884002959e-08,1.77273831138302
PKN1,1.08922277342822e-08,2.631846273768
LRRC25,1.09085416763609e-08,1.7443492075015
KIF23,1.09467343552703e-08,10.2750423920016
CHTF18,1.09774173945047e-08,3.40188381204321
GPHN,1.09832882926575e-08,4.97426878492501
ZNF146,1.09865377839265e-08,6.67136545288405
ALDH4A1,1.10757685020459e-08,1.86543185623127
EGR1,1.11135109740135e-08,7.19540655221227
ABCE1,1.11818326318638e-08,4.72572992197751
PARD6B,1.12521342607668e-08,5.65677376864691
NAP1L1,1.12801851089217e-08,0.409478294692364
SP8,1.14323890968004e-08,5.2550750526693
SCIN,1.14572490552661e-08,1.1648582789413
DYNLT1,1.14832934320126e-08,2.70522558546002
RAD51,1.17240083194016e-08,6.26475192594906
TXNL1,1.18449758868125e-08,4.59520405129746
LSM4,1.19968926826353e-08,2.95950586774239
UTP14A,1.21047966324616e-08,6.72617305789383
ZFP30,1.21460219055058e-08,4.29745376475292
ITPR2,1.22432217332558e-08,7.77849654478904
HNRNPH1,1.23363334063697e-08,1.27622292622611
ZNF192,1.23838281148562e-08,2.94315165889386
MRI1,1.24773429757477e-08,2.31324276901727
TCF19,1.25768005726652e-08,5.47811591073232
ZKSCAN1,1.26345567791043e-08,6.72745236291722
CALHM1,1.26731756174662e-08,0.939407988621974
ANKRD13C,1.26817439776373e-08,8.84817311731524
FKBP1B,1.27313180542534e-08,5.19117984829252
CDC25C,1.29113144195314e-08,6.86264796328711
MIIP,1.29142184571479e-08,4.24292716445051
KRCC1,1.30810948154214e-08,8.99926976959813
C11orf82,1.33028414171347e-08,9.36032363309736
CEP104,1.34043795407263e-08,3.58642903630598
NUP107,1.3424803770595e-08,4.21548156871353
ERCC-00025,1.34657990435096e-08,8.54433264074897
LRRC28,1.37357805602361e-08,6.06199865913597
DMBX1,1.37566219275213e-08,1.47966554917044
PCK2,1.3799022183129e-08,6.81133288187942
PER3,1.38982687991126e-08,3.2481928771557
POU2F2,1.40338068952107e-08,0.746794007335343
CC2D1A,1.41539138803696e-08,2.32239333602327
RABL5,1.42765910387667e-08,3.89978305364959
MRPL10,1.43101127174236e-08,5.89115099341077
RAB3C,1.45125831838502e-08,2.09203917833118
CASP6,1.45374657012465e-08,3.69740750871459
ERAP2,1.47355308833178e-08,1.0577699483402
BAAT,1.47363225203004e-08,1.24370548893908
EIF2C4,1.48591839853394e-08,7.26207439761702
C9orf47,1.48906779650285e-08,1.94166417092122
CTBP1,1.49160072993435e-08,1.58786117310529
CST3,1.5035466862778e-08,2.82283187080713
OSBPL2,1.52422752141372e-08,4.22492375148061
NLRP3,1.55532778503967e-08,1.12321693791649
ZNF668,1.56146338908927e-08,2.77981387798053
ST5,1.56205932345151e-08,6.5945534256572
ANKRD22,1.56347759687637e-08,1.0215352654706
SLC25A12,1.56592977741494e-08,4.02672061449527
CROT,1.56945272368859e-08,3.64015965358559
CNNM3,1.59160175885165e-08,2.55809733043601
HSD17B6,1.61785315693295e-08,1.54100833162989
PYCR2,1.63321902078874e-08,3.27101361872156
ABCA1,1.6389434913218e-08,15.5063735604302
MAP3K9,1.63923891590946e-08,3.1946039351713
PAPPA,1.63940023909996e-08,4.04523168241763
ECSIT,1.64117493246125e-08,4.67722329611799
NDUFA6,1.6427720272982e-08,0.957856151581349
DENND1B,1.64957152111801e-08,3.94925803068046
VSIG10L,1.6538675127237e-08,1.410550955884
ZNF311,1.66314829939537e-08,2.37922951032539
PHF21A,1.67558814798293e-08,4.32066786948756
ICMT,1.67737240967512e-08,4.22462817241003
PLVAP,1.68041327366342e-08,2.57221400258251
CEACAM8,1.68521572131201e-08,1.68896022935111
SDAD1,1.69019901089881e-08,5.59506555948631
P4HB,1.70088905088459e-08,2.52709711508016
OSTF1,1.70520267829999e-08,5.62697764580281
NECAP2,1.72154515649332e-08,6.51387014633175
CELF5,1.72213492884138e-08,0.365151594877917
MYL10,1.73158864243386e-08,1.60881661207329
THSD7A,1.73301547344875e-08,4.95214131719924
KDELR1,1.73974730785015e-08,2.28704651837551
ACTA1,1.76022986913908e-08,1.16786544773298
ZNF880,1.76611019187192e-08,2.96421680809835
GOLM1,1.77206845341612e-08,6.06218863007696
C2CD4D,1.77288799554544e-08,0.0594298352255303
TBC1D5,1.77597053704854e-08,5.57438698560155
KRT80,1.77681484471033e-08,0.868290238330599
MLL5,1.77737256694489e-08,3.90059758738982
IFI30,1.78645021972144e-08,5.24687291725116
MYLIP,1.79264348077563e-08,5.92339953576883
B3GAT3,1.79313370828582e-08,3.69687168914497
XKR9,1.80979568285134e-08,2.93830720904805
C6orf7,1.81318856351891e-08,0.702694249227448
TNMD,1.82002225674458e-08,1.46921121350296
CNTNAP5,1.83315264200303e-08,0.974171666201624
SLC25A32,1.84948917005132e-08,5.30686234540815
LRTM1,1.84989081592066e-08,0.273140059752051
ARSJ,1.85588192148659e-08,1.46099797847406
MPZL2,1.85928393281028e-08,0.483202981579951
GTF3C4,1.86064462504183e-08,6.02212819220782
MOGAT3,1.86742429511639e-08,1.19356283280254
FAM155B,1.88753690831274e-08,1.29149742055474
TRPM1,1.89075282187767e-08,1.00281860898051
PVRL2,1.89090321487335e-08,3.79674989961815
YTHDF3,1.89789680664273e-08,7.12183250755352
CKM,1.90136616266165e-08,1.74734948644429
ATP1B4,1.92109202465936e-08,1.81519911696697
TGFB1,1.93178054212495e-08,0.930674120577711
CLPTM1L,1.94066925525133e-08,5.03416749761696
C20orf194,1.94666917199552e-08,4.42086013824623
SPC24,1.95503960938805e-08,1.92955660493148
UHRF1,1.97080263139402e-08,4.79431168797375
CHIC2,1.98708543733469e-08,3.53035623620877
YBX1,1.98740461659906e-08,1.19889125539673
CCL26,1.99285881944914e-08,0.769527816410328
RBP7,2.00666206564543e-08,0.424181891047638
CASP10,2.01548927565745e-08,1.20570694511146
TMEM98,2.0299302609672e-08,5.64604294620534
YWHAB,2.03108169404614e-08,0.626604376494206
ACTR1B,2.03371437916337e-08,3.77261040166313
DIEXF,2.03556606371084e-08,5.12349968363182
TLR6,2.03681390978744e-08,1.59114628866879
KIAA0528,2.03774311819256e-08,9.03217761829561
CD99L2,2.0388247537055e-08,6.48388291996403
MRPS7,2.05660450179524e-08,3.21913125339124
FAM198A,2.06656122711228e-08,0.325781574245083
C1R,2.08699729214957e-08,0.549770190784227
PCDHGA10,2.09335577711149e-08,3.81113817552539
ADAMTSL5,2.09490531693535e-08,1.40406379097777
PNPLA3,2.11191052811184e-08,3.67465110623639
ARID4B,2.11647332381014e-08,6.17358527589103
SURF4,2.1194215458462e-08,3.25076275777092
FBXO28,2.13056931277893e-08,8.6286440145717
CEP192,2.14093364654962e-08,7.37444400474199
NFIA,2.14127150860819e-08,5.17253611318241
NCAPH,2.14755263965794e-08,5.40689120749558
MST4,2.1552150202555e-08,3.88136743941295
SMYD2,2.15580474881493e-08,6.84885780987093
ZNF30,2.16601139363371e-08,7.9769116711513
TRIP13,2.16831954552019e-08,5.79601686410063
SEPT10,2.18106979830452e-08,4.30420338570947
CHCHD3,2.21688462438326e-08,5.16752965240603
POLR2I,2.22984681101566e-08,2.89458553641125
FAM117B,2.23686711499773e-08,9.83830108160177
ANKRD35,2.24211884304965e-08,0.569414366918529
RPL35A,2.25392794320043e-08,0.520602269618934
MFN2,2.26244671894483e-08,6.24512391317843
ZNF160,2.26731922596363e-08,5.42820733566443
TMEM38A,2.27004742317888e-08,1.76171205414623
MKNK1,2.29100523999731e-08,4.639817522227
ACTR3B,2.29243403627005e-08,4.59519932648778
C2CD2,2.29680877833082e-08,4.57493247476642
DSE,2.29836697874132e-08,7.41432302743696
RRAGD,2.3087683307191e-08,7.37898346896108
NIF3L1,2.30885083837098e-08,6.93230798891577
TNFRSF1B,2.33243288935314e-08,1.84369790410045
AKAP7,2.35314031577249e-08,3.04379050488928
KCNA5,2.36927518569061e-08,2.09063978756615
ZNF696,2.37084495093467e-08,2.15585054490549
ALG3,2.37321144314422e-08,6.09802326868142
CENPO,2.37422875508637e-08,5.58610982278982
ITPK1,2.40230690974818e-08,2.91321065583291
TRAF6,2.40603385731555e-08,4.88255479161452
REL,2.42108119946071e-08,3.2763979812347
AHDC1,2.42236459904528e-08,1.72890868618117
SLCO1A2,2.4403123277623e-08,2.16781456498794
C16orf53,2.44638359216722e-08,3.99008530820009
OS9,2.44854115535061e-08,5.12017124303592
CHCHD6,2.45328366444575e-08,4.79803629003381
BTF3,2.4676655169256e-08,0.690550264087802
TNFRSF12A,2.47816233659631e-08,3.91099956963615
TRPM6,2.47949336663563e-08,1.60627917141301
RAB34,2.50712899686605e-08,4.75865641442113
ATP6V1G1,2.5129081065346e-08,0.921934890818066
RNF114,2.54134218161643e-08,5.46169976228494
ADD1,2.54219887742252e-08,2.64022714636104
FTSJ3,2.558728365048e-08,6.36267559407792
GCNT2,2.57751443097823e-08,6.60488955125145
GAD1,2.58567681023267e-08,8.08954926043063
KAT6A,2.62421762408062e-08,6.00104322720697
SHMT2,2.65194783477355e-08,4.96175531579868
GPCRLTM7,2.65625922985659e-08,0.684729339099359
CEND1,2.66195896744504e-08,0.0538957066670796
RASSF6,2.66845495944262e-08,1.84939466000222
VAV2,2.68018313471436e-08,2.51566582850589
ADAMTS4,2.69022481599252e-08,3.76897522698339
TUBE1,2.69667668168181e-08,6.8992741373788
C16orf45,2.76302541737892e-08,3.5971549666281
ERCC-00165,2.76604217524573e-08,7.90078267995716
EIF3G,2.79452005971302e-08,3.53242915367193
MIF,2.79600468557785e-08,1.1303716271535
PRND,2.83263336653406e-08,1.55076917703376
ERBB2IP,2.83556597666573e-08,7.37627855048286
HSP90AB1,2.83973808351337e-08,0.606303301230149
ESYT2,2.8733893587618e-08,3.90049516867474
SNAP29,2.90911859869173e-08,3.40695920607557
RAB3IP,2.91688999522125e-08,3.41786772958093
CC2D1B,3.01392957594821e-08,3.39959242890878
ARID3B,3.12472425970683e-08,3.49252348688413
ARPC4,3.13269081913349e-08,1.79141269535767
SLC28A2,3.16703431341496e-08,1.25741269413997
NMRAL1,3.17867565978174e-08,5.18735515315088
GPRIN2,3.18571159054281e-08,0.178778606368867
TEX264,3.23113798167106e-08,5.80608783537151
ACBD3,3.24386994887892e-08,7.2549216825572
ECHDC1,3.24768401575621e-08,6.85892534196735
CCBE1,3.28173831689072e-08,2.37766500245429
GATA2,3.28182025627985e-08,3.48610377737134
SRSF12,3.30098687784659e-08,3.11697233399726
EIF3M,3.33168664490973e-08,2.2829936444879
ARTN,3.35116198112363e-08,0.154493794978619
SPATA9,3.35248527979654e-08,1.72549476165944
MFSD10,3.36333571041495e-08,3.83364818039978
NUDT1,3.39852045067114e-08,3.77316077251888
SOX12,3.40406597564603e-08,3.67325366833973
TBX1,3.4325169638835e-08,1.02890811622764
LPAR4,3.44288851867296e-08,2.57549494402554
PSMB9,3.44504277979324e-08,0.168858743791203
NRIP1,3.44598922559697e-08,7.47299690330497
LRRC57,3.49747389141541e-08,3.53933396307046
SSTR2,3.5143986188722e-08,3.64189187253169
ZWILCH,3.52701485863178e-08,6.36471384409439
MTL5,3.5292001538693e-08,3.27929751205211
SRXN1,3.54180086675646e-08,4.53114616069562
FRAT2,3.57565427592767e-08,2.85550897053245
UPF2,3.62561547947024e-08,4.74375854282358
TMEM181,3.6542587811434e-08,3.15196559206241
FAM58BP,3.66877662930234e-08,1.19017612060744
GFPT1,3.69981826548351e-08,2.63251969488543
SLC22A31,3.70549516349369e-08,0.149623976587308
MYO5B,3.71076901071159e-08,7.41597138242594
C19orf70,3.72337225247109e-08,3.56309390957565
TMEM191B,3.72441156723676e-08,0.292789986839331
HSPA14,3.73560465135771e-08,7.20226258430192
IGF1,3.74347048104746e-08,2.65845499865663
TMEM169,3.75264973521814e-08,1.75718011773356
RPL34,3.75313714911098e-08,0.450143115195338
MAGOH,3.76305800373574e-08,5.92824269131735
SSX5,3.82440069700222e-08,0.559125155015434
ZNF576,3.82828039660479e-08,4.17526150753676
CES2,3.838484883913e-08,3.078960903733
C1orf233,3.85366999984545e-08,1.33886686591504
EXTL3,3.86143721497037e-08,5.02375421577729
NAA25,3.87363264514139e-08,7.30410350734269
BTF3L4,3.88096757173038e-08,3.40093812735412
TSEN54,3.88662858352531e-08,3.30737882156929
ANKS1B,3.88844076154507e-08,3.74339608140059
KIAA1919,3.9083386381477e-08,3.01674850045359
C3orf71,3.98048199423979e-08,1.68454975218528
TADA1,3.98738437776312e-08,9.7815267132609
UPF1,4.01649148605991e-08,4.39273277789367
ZC3HAV1L,4.03221631017563e-08,1.94250024638639
MAP1S,4.03794776861809e-08,2.51610843589764
C11orf48,4.03853568945607e-08,2.14487081445331
ZNF92,4.04300891157261e-08,7.12484033931167
PPP1R14B,4.04319720019806e-08,3.58806125023493
CAMKMT,4.05436907065988e-08,5.20623086269155
TCTN2,4.08528297905451e-08,2.54296654756008
NIPAL1,4.10105405185717e-08,1.93476486792666
SIPA1L3,4.10641951559869e-08,2.22946577289436
ZBP1,4.1210632157184e-08,1.03675587118058
TBC1D4,4.16965339046362e-08,8.00065212409284
DNAJB7,4.17290539925829e-08,1.88859030380847
SRD5A1,4.17682692484209e-08,5.73055882443362
SLC5A12,4.18016182348149e-08,3.48264659849804
DNAJC11,4.18185354418424e-08,7.32152382800321
HTR7,4.18246547963076e-08,3.14554553531417
UROD,4.21700888846692e-08,3.71606028863054
CABP5,4.23515133042308e-08,1.52483180526953
CCDC34,4.24525270365036e-08,5.68508740162502
DNHD1,4.26153422502651e-08,3.25249878355193
C1RL,4.26376242451536e-08,3.04272013129153
DHCR24,4.27874106501752e-08,2.05858197677811
KLHDC8B,4.28488992916092e-08,5.13398243039663
TRIAP1,4.35354680062827e-08,6.66149803177958
SIRT1,4.37804381962237e-08,9.42827762349491
PIK3CD,4.4041957077583e-08,2.42654350199454
ABCB5,4.41180384722254e-08,1.541257386732
RASGEF1B,4.42305225665185e-08,4.38398217163392
CDC42EP4,4.43770125185005e-08,3.94106943052122
TIPIN,4.4413292831298e-08,10.1196682622883
TCF4,4.60776660387617e-08,3.83947491159679
CLUAP1,4.63650382574994e-08,3.70926542862288
WDR4,4.63905732138559e-08,5.24407475033838
WDR5,4.6530928713865e-08,5.69391993562359
FSCN1,4.6562869887421e-08,2.46785123955452
ATCAY,4.68325606505984e-08,2.47192480311959
PDCD2,4.71833249723094e-08,6.98639886953797
PPM1E,4.72054786295657e-08,1.50689001785362
C12orf34,4.74272994854595e-08,2.6606322711108
ACTG1,4.75261875830673e-08,0.549153706626419
PDIA6,4.77676247938393e-08,0.957408715722515
C17orf79,4.78915585035807e-08,4.26759955327434
TRAPPC1,4.81397448046485e-08,2.29409930797065
TMEM119,4.88552645125122e-08,1.16355247850889
BMP8B,4.907677685416e-08,1.47868837901085
CADM2,4.92430572081107e-08,1.06611151467596
B4GALT5,4.95160914387121e-08,1.75595569961568
PARD6G,4.97102868411793e-08,2.66799790523279
CAMSAP3,4.9852080290491e-08,1.38655914863686
INO80D,5.02202642682752e-08,7.2057093614938
RBM19,5.07642905246209e-08,4.62364255477311
ZNF202,5.07679577216306e-08,5.92721269987319
DDX1,5.09454780976263e-08,2.93589626991447
GXYLT1,5.17614757176937e-08,6.57312224880936
NOL7,5.20720733665492e-08,4.33031306486957
SLC6A16,5.22730565805545e-08,1.0267231266528
ERLEC1,5.23629320487802e-08,6.32124715498349
CALCOCO1,5.26481409884255e-08,3.22894399291474
RG9MTD1,5.32462638015857e-08,4.83333630480498
SNX22,5.40246865624588e-08,2.2201928323491
SLC6A1,5.42333247765928e-08,1.8516432281171
DGCR8,5.42368293362308e-08,4.74493911197674
TOR1AIP2,5.44252123550554e-08,1.90776044316619
MUC20,5.46095070325722e-08,1.5637337757142
SPIB,5.46296534277602e-08,2.05901725228746
AMFR,5.47847691245227e-08,3.49707360663092
VDAC2,5.49046086486151e-08,0.917846594279095
ANK1,5.50649894609609e-08,0.443003068399302
PSMA7,5.52312800546106e-08,0.726687304744508
ADARB2,5.56696765626546e-08,1.27090028060725
BBIP1,5.57665078428828e-08,7.50593635678398
TMEM26,5.57697544336593e-08,0.424114059960841
KIAA1109,5.57765397773165e-08,8.04659755759375
EIF3E,5.60971240219398e-08,1.33478242594288
PGM5,5.62514012407316e-08,1.88706701700031
KCTD14,5.76571174897893e-08,2.84593594597642
C17orf39,5.7692487256793e-08,5.92001124589747
PPEF2,5.77630607052339e-08,1.60621136321577
FADS6,5.78610190178216e-08,1.45475927974306
DHX34,5.79366922338711e-08,3.86781512160742
ARHGEF4,5.83451710100809e-08,1.08923260023455
BTBD10,5.86538498583588e-08,10.1175042141318
COMMD4,5.87002122534278e-08,4.9320809389736
C9orf123,5.89761560301715e-08,3.3481503620122
CDS2,5.91220932484616e-08,3.52671780779855
CDA,5.95159794204695e-08,4.50261308661835
CHST5,5.95247918467299e-08,1.49906928289748
CLEC17A,5.9544982813843e-08,0.704548674928705
PUF60,5.9955057506647e-08,5.12143927325872
GNG3,6.00066866375514e-08,1.984833790779
KCNE4,6.01443213203979e-08,1.98856765496317
ACADSB,6.04822963118793e-08,2.97677314123196
PXDC1,6.06598408757678e-08,1.7689142851733
SCAF4,6.16250810064563e-08,4.81779913198534
FABP7,6.20363494257428e-08,3.13809658375733
DBT,6.20944701161868e-08,3.49576310426257
MAP1LC3C,6.2126249974162e-08,1.82448695673056
SH3GLB1,6.3449345347542e-08,3.97870224079327
GPR114,6.34928508400539e-08,0.914042132574033
BRWD1,6.35825556430418e-08,5.56833468987926
HOPX,6.39235965835539e-08,2.94988360148706
C10orf67,6.40299871749034e-08,0.974517563360052
CABP1,6.40790595782443e-08,0.0516195089560506
GPT2,6.46805867193602e-08,5.81156540527296
FAM135A,6.46993065858083e-08,8.45886096025672
LGMN,6.48078093737029e-08,3.86177648411218
C17orf104,6.48253071268136e-08,2.3979122059551
C8orf34,6.54395335208885e-08,1.55724502385656
VHL,6.58283176674385e-08,2.83824391305269
ANKMY2,6.64490638330323e-08,8.57894383576944
STK10,6.64685808621384e-08,2.64076508279933
NRG2,6.65901237513774e-08,1.25214011559623
ATAD3C,6.68842525143677e-08,1.50722732813903
KHSRP,6.78844722165074e-08,2.22576311920076
ALOX15,6.81641946552216e-08,0.769228666416393
SRPK1,6.83713326913069e-08,5.36055572059872
GADD45B,6.8854372482233e-08,2.4587233124104
TIMM50,7.03984633107465e-08,3.54259864302956
C1orf38,7.04765518923813e-08,0.992824402310724
FMO5,7.05325462030964e-08,1.88651401075964
SUPT7L,7.05756058066707e-08,5.08822432777619
SIAE,7.14546670278763e-08,1.88574862358117
SLC30A3,7.19992128068061e-08,0.276181089412996
PRMT5,7.24388244251097e-08,5.31353302793576
PMM1,7.2519644537418e-08,5.51886229273251
LRRC47,7.32350509283063e-08,4.09713167030922
MRPL17,7.36380890605842e-08,4.14083301622439
TSR2,7.37676669099418e-08,6.36961446448746
TMA16,7.40893280702022e-08,4.95369149438571
JPH3,7.48149484643408e-08,2.58882769237499
TMEM192,7.48433947163118e-08,4.25955542954909
PTMS,7.48933744603505e-08,2.52252643107964
BATF2,7.51875565264839e-08,0.105962609587464
RBBP8,7.59263355923496e-08,8.24582976472335
ZNF124,7.65500881042487e-08,7.4878130826869
AGTRAP,7.71224884966745e-08,6.17745311886886
CYP20A1,7.79765290248111e-08,2.58362341264916
ZNF850,7.80154885075231e-08,3.25260781712246
NECAB2,7.83758719911361e-08,0.40803937553315
LRRC6,7.8515297800417e-08,3.27361822195158
ITGAL,7.86400856748185e-08,1.51452553495675
HSPA2,7.88112372797185e-08,2.38270399578419
SERPINE1,7.90774394897922e-08,2.147732526914
KIAA0368,7.91418149643421e-08,4.74995933462943
CSMD2,7.95292651666471e-08,3.66545882271492
TFAP2A,7.98336225173034e-08,5.70044180162517
AMT,7.99370456927028e-08,5.34286815830492
CST1,8.00477796633782e-08,2.30527396951089
FBLIM1,8.01740983276533e-08,2.18815692193569
EML1,8.05583097149561e-08,4.91154935309687
ATP4B,8.14241933151858e-08,1.39102201415801
CBX5,8.16513430507387e-08,1.13873177287871
NIN,8.17180424213506e-08,7.37870604929526
PPIAL4A,8.22707744857985e-08,0.263244525622829
CNOT1,8.23700099904455e-08,3.42249288574287
GULP1,8.27786692388881e-08,6.48152583385524
RNF24,8.30824203535879e-08,6.80406351865994
VWA1,8.36607465327345e-08,2.22540627826693
BIVM,8.44001343651752e-08,5.04382885720084
ACVR1B,8.55048904925864e-08,5.08889490972153
SUMO4,8.56279895291932e-08,1.37729493783366
RASSF2,8.63741100405483e-08,2.5739966013623
JAM2,8.69703924383722e-08,1.01871523044504
GANAB,8.80866837665996e-08,2.7533153940335
DCAF16,8.81066171217413e-08,2.960669662252
TMEM64,8.87582490857036e-08,9.17251628567326
FAM154B,8.88418767497031e-08,1.78255912845298
C16orf13,8.99206204296428e-08,3.3358549465152
MED16,9.02317373959601e-08,3.95512537990027
ZNF57,9.06519716039527e-08,3.9300347819199
ZHX3,9.0973646568107e-08,3.01624304143091
LTV1,9.16580016952748e-08,7.71654642264001
SHB,9.17710663676682e-08,4.55765470150686
TATDN1,9.43824582238576e-08,7.66661060283883
SORD,9.55492666557288e-08,7.34521887523081
CPSF3,9.56125151670761e-08,7.01313723821397
BCL2L15,9.56308338522231e-08,2.15299932307005
SLC27A6,9.61479800408549e-08,3.57718360807103
PDIA4,9.63558578343764e-08,1.1572532565813
RIMS4,9.66202599585546e-08,0.905099703939624
HIST1H4I,9.83670498051618e-08,1.40392356800622
TCEAL4,9.86698106577195e-08,4.6433203982014
KIF15,9.87420414074424e-08,8.88665961495049
KLHL31,9.95298105492196e-08,0.734564525101304
UBE2C,9.99949075740531e-08,5.55185099462885
THAP9,1.00197505517101e-07,7.96459226478419
CNTNAP3,1.00691662742815e-07,2.38253563576419
TCN2,1.00775258687462e-07,6.24355470076472
IFI27L2,1.01330182637913e-07,2.988924284317
HCAR1,1.01443634056404e-07,1.88541295581783
CBR1,1.01541598612195e-07,8.44976504508971
ELOVL6,1.0179013011489e-07,5.7922249481485
FAM160B2,1.02230460476331e-07,3.23647031547246
NBPF24,1.02808937199494e-07,5.39342070822971
EIF4H,1.03977650979455e-07,2.54843463475494
AURKAIP1,1.0440418702813e-07,3.21829133065226
UNC5D,1.04437051697817e-07,8.411277921333
HS3ST5,1.04850045913344e-07,1.54166892568539
COMMD3-BMI1,1.04864121035456e-07,6.41910234702835
IRS4,1.0511734647389e-07,0.326425962059186
