Gene1,Gene2
FOXP1,GLIPR1L1
FOXP1,ENPP5
FOXP1,CPNE7
FOXP1,C8orf33
FOXP1,TMSB15B
FOXP1,RMI1
FOXP1,PDE3B
FOXP1,NUAK1
FOXP1,GPSM2
FOXP1,GAP43
FOXP1,DTNB
FOXP1,SLC29A1
FOXP1,PROS1
FOXP1,PRIM2
FOXP1,PPARGC1B
FOXP1,OSCP1
FOXP1,DUSP16
FOXP1,DNMT3B
FOXP1,UCK2
FOXP1,PCYOX1
FOXP1,EIF1AX
FOXP1,BMPR1A
FOXP1,HSD3B7
FOXP1,UBE2V2
FOXP1,MRPS17
FOXP1,CRIP3
FOXP1,AHDC1
FOXP1,TUBGCP5
FOXP1,SKA3
FOXP1,RAB34
FOXP1,PHC1
FOXP1,MADCAM1
FOXP1,DDHD1
FOXP1,BTBD11
FOXP1,TSPYL1
FOXP1,SLC25A21
FOXP1,PRPF19
FOXP1,PPL
FOXP1,IL6R
FOXP1,COL27A1
FOXP1,PPAN
FOXP1,LTBP1
FOXP1,CA5B
FOXP1,TTC3
FOXP1,TOX
FOXP1,SIGMAR1
FOXP1,RGMB
FOXP1,OGDHL
FOXP1,DSE
FOXP1,CHMP5
FOXP1,TRIM45
FOXP1,TMEM141
FOXP1,THSD7A
FOXP1,PRKAA2
FOXP1,PFAS
FOXP1,IGSF11
FOXP1,ID3
FOXP1,GRB14
FOXP1,C15orf39
FOXP1,MED14
FOXP1,DIRAS3
FOXP1,ATP11C
GATA2,MTRNR2L2
GATA2,MTRNR2L8
GATA2,RGPD5
GATA2,ORAI3
GATA2,MAPK10
GATA2,TNFRSF19
GATA2,ALDH4A1
GATA2,HRASLS5
GATA2,SEPSECS
GATA2,WNT3
GATA2,PPP1R9A
GATA2,BMP4
GATA2,ATP6V0D2
GATA2,MORC4
GATA2,CA12
GATA3,RFESD
GATA3,RGPD5
GATA3,MPHOSPH9
GATA3,MAPK10
GATA3,ORAI3
GATA3,SMG7
GATA3,MTRNR2L8
GATA3,TLE3
GATA3,ZBTB8OS
GATA3,MTRNR2L2
GATA3,ATF6
GATA3,ALDH4A1
GATA3,TNPO1
GATA3,ELMOD2
GATA3,HRASLS5
GATA3,TNFRSF19
GATA3,ACTR1B
GATA3,RRBP1
GATA3,TSPEAR
GATA3,SEPSECS
GATA3,CLCN3
GATA3,BTBD10
GATA3,HNMT
GATA3,ZNF165
GATA3,RASGRP3
GATA3,VWA5A
GATA3,ERVFRD-1
GATA3,NR3C1
GATA3,PCCB
GATA3,PIF1
GATA3,NHLH2
GATA3,SDCBP
GATA3,DBT
GATA3,ELAC2
GATA3,MYLK3
GATA3,GSTO1
GATA3,PLA2G7
GATA3,SH2B3
GATA3,EIF5A2
GATA3,ADD1
GATA3,SMAD5
GATA3,CAMK2D
GATA3,RNF19A
GATA3,ARHGAP24
GATA3,TAP1
GATA3,LRPAP1
GATA3,ST8SIA1
GATA3,PPP1R9A
GATA3,ISPD
GATA3,HSD17B11
GATA3,MRPL45
GATA3,TRIM22
GATA3,SVEP1
GATA3,TP53INP2
GATA3,JMJD1C
GATA3,SEMA3E
GATA3,PRIM2
GATA3,TNFSF9
GATA3,ALAD
GATA3,PALLD
GATA3,FGFRL1
GATA3,MAB21L3
GATA3,HS6ST2
GATA3,TRPM6
GATA3,C2CD2
GATA3,MORC4
GATA3,IGSF11
GATA3,CLCN4
GATA3,DNMBP
GATA3,OR5P3
GATA3,ZFHX3
GATA3,STON2
GATA3,ALS2
GATA3,TLK1
GATA3,SHROOM3
GATA3,OPHN1
GATA3,SPAM1
GATA3,CCDC141
GATA3,NIPAL1
GATA3,HECW2
GATA3,TOR1AIP2
GATA3,KLHL4
GATA3,PLCD1
GATA3,TIMP4
GATA3,KIFC3
GATA3,EPHA4
GATA3,DHRS2
GATA3,LGSN
GATA3,CDC14B
GATA3,ANTXR2
GATA3,NRXN2
GATA3,KCNA6
GATA3,AKR1B15
GATA3,VENTX
GATA3,ATP6V0D2
GATA3,HTRA4
GATA3,TMC5
GATA3,ENPEP
GATA3,RASSF2
GATA3,DDIT4L
GATA3,SIPA1L2
GATA3,CLDN10
GATA3,NTS
GATA3,ABCB5
GATA3,TOX3
GATA4,SMG7
GATA4,RASGRP3
GATA4,NUP153
GATA4,VWA5A
GATA4,TNFRSF19
GATA4,MORC4
GATA4,MPHOSPH9
GATA4,ACOT7
GATA4,FAM122C
GATA4,CLCN3
GATA4,RNF5
GATA4,SMAD5
GATA4,ERAP2
GATA4,WDR43
GATA4,PITHD1
GATA4,PPA1
GATA4,EFCAB6
GATA4,BTBD10
GATA4,IFT27
GATA4,ORAI3
GATA4,CEP85L
GATA4,CASP10
GATA4,ACTR1B
GATA4,DDX18
GATA4,FABP6
GATA4,ARHGAP24
GATA4,NIF3L1
GATA4,MED13L
GATA4,HIF1A
GATA4,LRRC27
GATA4,PDCD2L
GATA4,ALCAM
GATA4,GPR108
GATA4,CHD9
GATA4,SLC14A1
GATA4,PAM
GATA4,ST8SIA1
GATA4,LIX1
GATA4,ZNF785
GATA4,CRELD1
GATA4,FAM111A
GATA4,SLC39A8
GATA4,ALDH4A1
GATA4,PLCH1
GATA4,F5
GATA4,CDCA7
GATA4,HNRNPC
GATA4,KDM2B
GATA4,RND2
GATA4,WDR36
GATA4,RRM1
GATA4,RANBP3
GATA4,TTK
GATA4,RGMB
GATA4,AIP
GATA4,KIAA1324L
GATA4,MEPCE
GATA4,NCOA6
GATA4,EVI5
GATA4,DMBX1
GATA4,IL1RL1
GATA4,EFHC2
GATA4,NOC3L
GATA4,GPHN
GATA4,UBFD1
GATA4,EARS2
GATA4,FANCD2
GATA4,C1QTNF6
GATA4,PREX2
GATA4,FLVCR2
GATA4,RRP1B
GATA4,C8orf86
GATA4,C1orf61
GATA4,EXD1
GATA4,CALB1
GATA4,VRK1
GATA4,GBP4
GATA4,MRPL4
GATA4,CCDC86
GATA4,SV2B
GATA4,FRYL
GATA4,GRAP2
GATA4,ST3GAL6
GATA4,APOBEC3D
GATA4,C7orf50
GATA4,SLC9A9
GATA4,XKR9
GATA4,FAM208A
GATA4,APOBEC3F
GATA4,CENPM
GATA4,TMEM205
GATA4,NSUN5
GATA4,RIN2
GATA4,CDHR3
GATA4,SAMD3
GATA4,PODXL2
GATA4,TNFRSF9
GATA4,HESX1
GATA4,FSHR
GATA4,VENTX
GATA6,RASGRP3
GATA6,SMG7
GATA6,MTRNR2L8
GATA6,MTRNR2L2
GATA6,MRPS23
GATA6,C4orf46
GATA6,PPA1
GATA6,PALB2
GATA6,RSRC1
GATA6,RGPD2
GATA6,CLCN3
GATA6,MLST8
GATA6,CEP85L
GATA6,ORAI3
GATA6,TNFRSF19
GATA6,TAOK3
GATA6,GPHN
GATA6,VWA5A
GATA6,PET117
GATA6,BTBD10
GATA6,RAD54L
GATA6,HIF1A
GATA6,KDM2B
GATA6,ACTR1B
GATA6,ST8SIA1
GATA6,RND2
GATA6,FOXP1
GATA6,EFHC2
GATA6,CALB1
GATA6,DMBX1
GATA6,HIST1H4I
GATA6,NCOA6
GATA6,ZNF202
GATA6,DHRS2
GATA6,APOBEC3F
GATA6,CRIP1
HAND1,MTRNR2L8
HAND1,MTRNR2L2
HAND2,CBFA2T2
HAND2,OLFML3
HAND2,MYADM
HAND2,MAPRE2
HAND2,MTRNR2L2
HAND2,ALPK2
HAND2,TUBE1
HAND2,SEPT11
HAND2,AMOTL1
HAND2,SVEP1
HAND2,MIIP
HAND2,XPO6
HAND2,CDK6
HAND2,KIFAP3
HAND2,NR3C1
HAND2,PTN
JUND,SPRED2
JUND,MAPRE2
JUND,MTRNR2L2
JUND,MTRNR2L8
JUND,CYCS
JUND,IFT20
JUND,SLC25A45
JUND,STX12
JUND,ZNF165
JUND,TEAD1
JUND,IBA57
JUND,USP9X
JUND,NOC4L
JUND,DDX51
JUND,ABCE1
JUND,NFAT5
JUND,ZKSCAN1
JUND,RGPD2
JUND,UQCRQ
JUND,CLCN3
JUND,SPAG9
JUND,RPS7
JUND,PRKDC
JUND,CDC25C
JUND,TNPO1
JUND,NBEAL1
JUND,SLC3A2
JUND,ALS2
JUND,SF3A3
JUND,CHEK2
JUND,UBE2H
JUND,ACTR1B
JUND,NFYB
JUND,SREK1IP1
JUND,CWC27
JUND,ESYT2
JUND,MRPL13
JUND,KLHL12
JUND,LRRC57
JUND,ZCCHC4
JUND,CAMK2D
JUND,C8orf86
JUND,MIA3
JUND,TNFRSF12A
JUND,SSBP1
JUND,PRCP
JUND,TSFM
JUND,DNAJC11
JUND,POLR1A
JUND,POLDIP2
JUND,C8orf33
JUND,NAT10
JUND,VANGL2
JUND,NDC80
JUND,NGDN
JUND,BCCIP
JUND,LSG1
JUND,MRPL4
JUND,BRIX1
JUND,U2SURP
JUND,UBA1
JUND,GPR108
JUND,TUBB6
JUND,SLC41A2
JUND,LANCL2
JUND,CENPK
JUND,RBPJ
JUND,FAM126B
JUND,TES
JUND,MRPL21
JUND,NUP54
JUND,ZNF576
JUND,IRGQ
JUND,NOLC1
JUND,ALDH4A1
JUND,ACOX3
JUND,C4orf46
JUND,UTP18
JUND,MBTD1
JUND,ARPC4
JUND,PNPLA8
JUND,TIMM44
JUND,MRPL39
JUND,PLEKHM3
JUND,USP36
JUND,DDX21
JUND,IARS
JUND,NOL11
JUND,RNPS1
JUND,UCHL3
JUND,TP53
JUND,TTC4
JUND,ANKMY2
JUND,MRPS23
JUND,RPS20
JUND,CA13
JUND,SYT7
JUND,MYL12A
JUND,ZNF121
JUND,DUS4L
JUND,SETD5
JUND,GNAL
JUND,MRPL1
JUND,PRCD
JUND,NMNAT1
JUND,MRPS30
JUND,JMJD1C
JUND,NOL7
JUND,AAK1
JUND,MCC
JUND,MRPL3
JUND,MLST8
JUND,RAVER1
JUND,MRPL16
JUND,SERP1
JUND,WDR36
JUND,PPT2
JUND,AARS2
JUND,RMND5B
JUND,COMMD4
JUND,MRPS18C
JUND,RBM19
JUND,LSM5
JUND,CDCA5
JUND,EIF3E
JUND,GOLGA3
JUND,KLLN
JUND,WDR4
JUND,BET1
JUND,FAM162A
JUND,CCDC58
JUND,RRM1
JUND,NUP153
JUND,SNRPD3
JUND,SAAL1
JUND,XPNPEP3
JUND,HCFC1
JUND,SMG7
JUND,FAM177A1
JUND,SCN11A
JUND,CACYBP
JUND,DDX18
JUND,NUFIP1
JUND,FANCD2
JUND,PRMT1
JUND,TWISTNB
JUND,TBRG4
JUND,SLC7A11
JUND,VWA5A
JUND,RFC3
JUND,C11orf1
JUND,EIF5
JUND,PSMB2
JUND,BCAS2
JUND,LYPLA2
JUND,SRSF2
JUND,NDUFC2-KCTD14
JUND,HINT3
JUND,CLNS1A
JUND,SMPD4
JUND,MRPS35
JUND,NDUFA5
JUND,HOMER1
JUND,RFXANK
JUND,PIF1
JUND,ZNF764
JUND,DUSP16
JUND,CADM2
JUND,IRGM
JUND,RPS28
JUND,PGAP2
JUND,UCHL1
JUND,MTHFR
JUND,POLR1B
JUND,RMND5A
JUND,PAK1IP1
JUND,POLR2A
JUND,TJP2
JUND,PSME3
JUND,ISCU
JUND,MTRNR2L10
JUND,DUT
JUND,NIP7
JUND,COG8
JUND,SRXN1
JUND,PRIM2
JUND,C18orf21
JUND,MRTO4
JUND,PSMF1
JUND,TFB2M
JUND,DDX54
JUND,RANBP1
JUND,XRCC2
JUND,CRELD1
JUND,RAD51AP1
JUND,C3orf14
JUND,PHF5A
JUND,UBOX5
JUND,NOP16
JUND,CDC123
JUND,RPS17
JUND,DCAF10
JUND,MRPS7
JUND,PFAS
JUND,STX6
JUND,VAMP7
JUND,MEIS1
JUND,HSP90AB1
JUND,DENR
JUND,ZNF668
JUND,EMG1
JUND,TOMM40
JUND,ACBD4
JUND,EFCAB5
JUND,MRPL40
JUND,ARID3B
JUND,EIF3G
JUND,CDCA7L
JUND,TIMM10
JUND,GRWD1
JUND,NIF3L1
JUND,GET4
JUND,GAB2
JUND,SMG5
JUND,SLC39A7
JUND,NEK10
JUND,CCNC
JUND,CCDC142
JUND,KLHL21
JUND,DNAJC19
JUND,TFE3
JUND,SNRPD1
JUND,SYNGR3
JUND,DDX1
JUND,DGCR8
JUND,PALB2
JUND,NOP58
JUND,SACM1L
JUND,ASB9
JUND,CCT4
JUND,CKS2
JUND,STOML2
JUND,C6orf89
JUND,GTF2H2
JUND,SF1
JUND,ZC3H15
JUND,MRPS17
JUND,DCDC1
JUND,SLC25A19
JUND,TSR1
JUND,TPRKB
JUND,CHTOP
JUND,GALNT11
JUND,EXD1
JUND,CHEK1
JUND,MED18
JUND,MDM4
JUND,FBXO28
JUND,TMEM205
JUND,TATDN1
JUND,SART3
JUND,GNL3
JUND,DAAM1
JUND,DNMBP
JUND,CPSF3
JUND,GPATCH4
JUND,KIF16B
JUND,MAML3
JUND,TMA16
JUND,RAP2A
JUND,SLC36A4
JUND,LTV1
JUND,INTS9
JUND,YTHDF3
JUND,ETF1
JUND,ILK
JUND,RPL34
JUND,SKIL
JUND,TEX14
JUND,FER
JUND,PRDX1
JUND,FTSJ3
JUND,UTP15
JUND,NUP188
JUND,NCOA7
JUND,PROSER1
JUND,HHLA3
JUND,ANKRD13C
JUND,MAFG
JUND,DDX27
JUND,CEP44
JUND,N4BP2
JUND,TNFRSF21
JUND,UBE2V2
JUND,PELP1
JUND,TRIP11
JUND,NOC2L
JUND,CLPTM1L
JUND,PPRC1
JUND,SECISBP2L
JUND,CASC3
JUND,CDT1
JUND,NUDT15
JUND,ST7
JUND,PA2G4
JUND,MZT2A
JUND,POLE3
JUND,RAD54L
JUND,ZNF589
JUND,FBXL20
JUND,RFWD3
JUND,WDR75
JUND,PPAN
JUND,ZDHHC2
JUND,TAF8
JUND,KIAA0319L
JUND,RUVBL1
JUND,RAE1
JUND,TMF1
JUND,ERLEC1
JUND,CHAF1A
JUND,CLUAP1
JUND,DBT
JUND,PLCH1
JUND,C11orf58
JUND,HAT1
JUND,LRRC49
JUND,FAM216A
JUND,GOT2
JUND,ZBTB10
JUND,KLHL7
JUND,TCF4
JUND,PNRC1
JUND,DPY30
JUND,TRAPPC8
JUND,NUP205
JUND,ATP6V1G1
JUND,HAP1
JUND,TIGD1
JUND,UGGT1
JUND,POLR2M
JUND,XRN1
JUND,RRN3
JUND,OS9
JUND,NCAPH
JUND,TMEM147
JUND,KAT7
JUND,NLE1
JUND,KIF2C
JUND,KEAP1
JUND,ANK1
JUND,ZC3H6
JUND,UBFD1
JUND,EARS2
JUND,C8orf37
JUND,ZFP14
JUND,N4BP3
JUND,MTRNR2L6
JUND,PPIL1
JUND,ZNF398
JUND,PAM
JUND,ZNF785
JUND,ZFAT
JUND,AMD1
JUND,SAP18
JUND,AZIN1
JUND,TRAF6
JUND,PPFIBP1
JUND,PICALM
JUND,AARS
JUND,UBL7
JUND,RRP1B
JUND,NARS
JUND,SCO1
JUND,DCAF13
JUND,APOLD1
JUND,BAZ2A
JUND,NUP35
JUND,TRAP1
JUND,CPE
JUND,PKN2
JUND,FEN1
JUND,RABGAP1L
JUND,ASXL1
JUND,APBB2
JUND,DUSP23
JUND,ADAT1
JUND,CD68
JUND,ZFC3H1
JUND,WDR77
JUND,CPPED1
JUND,CAMKMT
JUND,BTF3L4
JUND,NAA15
JUND,SLC44A1
JUND,FBXO36
JUND,LRTOMT
JUND,WDR43
JUND,SENP5
JUND,PIKFYVE
JUND,DIDO1
JUND,PHLDB2
JUND,TMEM126B
JUND,MAP2K1
JUND,COX10
JUND,CLCC1
JUND,NOC3L
JUND,TRIM28
JUND,ACBD6
JUND,SLC38A1
JUND,ZNF142
JUND,MCM10
JUND,NTHL1
JUND,TFAM
JUND,LIG4
JUND,GLB1L
JUND,E2F4
JUND,ZRANB2
JUND,CHCHD3
JUND,FAM161B
JUND,MYSM1
JUND,NXF1
JUND,CPSF7
JUND,R3HDM2
JUND,TCTN3
JUND,RPL22L1
JUND,RAB5B
JUND,DTL
JUND,REV3L
JUND,WDR31
JUND,SEPT7
JUND,CCNA2
JUND,GDPD1
JUND,MRPL51
JUND,NDUFA6
JUND,PRRC2C
JUND,RNFT2
JUND,GOLGB1
JUND,IGF2R
JUND,ARC
JUND,ETV3
JUND,ACADSB
JUND,PRMT3
JUND,DCTPP1
JUND,GNE
JUND,MRPL17
JUND,ASPSCR1
JUND,RCOR3
JUND,BBIP1
JUND,RTKN2
JUND,ARPP19
JUND,ZWILCH
JUND,CXXC1
JUND,FARSB
JUND,CCT2
JUND,VSNL1
JUND,KIFC3
JUND,EXOSC8
JUND,CCDC151
JUND,OST4
JUND,ZNF24
JUND,GDAP1
JUND,APEX1
JUND,KIF21A
JUND,CCDC138
JUND,PARP3
JUND,PTK7
JUND,RNF19A
JUND,MRPL15
JUND,SSX2IP
JUND,GCNT1
JUND,MFSD11
JUND,LGALS12
JUND,CDYL
JUND,ZNF395
JUND,WDR62
JUND,TAX1BP1
JUND,CEP55
JUND,RNF216
JUND,NOP14
JUND,GRB7
JUND,ERBB2
JUND,CCPG1
JUND,RAN
JUND,CSNK1A1
JUND,CCDC50
JUND,MAK16
JUND,TCP1
JUND,CHD9
JUND,EVI5
JUND,BBS4
JUND,PET117
JUND,C7orf50
JUND,SNUPN
JUND,TBC1D14
JUND,SMAD5
JUND,UBE4B
JUND,TRIM37
JUND,COPB1
JUND,TTC28
JUND,STAT2
JUND,RBM14
JUND,C1QBP
JUND,ZNF83
JUND,DHX35
JUND,CSE1L
JUND,CCDC144A
JUND,C19orf70
JUND,NUDT1
JUND,ACBD5
JUND,PRR11
JUND,NME6
JUND,MXI1
JUND,TMED4
JUND,ARL4A
JUND,NDUFAF4
JUND,EIF4A3
JUND,CHM
JUND,TAC1
JUND,ADAM17
JUND,ALDH16A1
JUND,KIF22
JUND,EID2B
JUND,FOXK1
JUND,RMI1
JUND,DIP2A
JUND,BRWD3
JUND,SPRYD7
JUND,TMC7
JUND,CCDC115
JUND,BLOC1S2
JUND,TERF1
JUND,PPP1R10
JUND,XRCC5
JUND,URB2
JUND,FGFBP3
JUND,DTX4
JUND,SLC36A1
JUND,WDR12
JUND,IFT80
JUND,IGF1
JUND,ZNF587
JUND,SARS2
JUND,ADRA1A
JUND,ASNS
JUND,NAA50
JUND,PAICS
JUND,CDCA2
JUND,ITPR1
JUND,CCDC34
JUND,CDC6
JUND,AMN1
JUND,CHST4
JUND,SLC39A11
JUND,WDFY1
JUND,PDE11A
JUND,DENND5B
JUND,SNX18
JUND,KLF7
JUND,BRWD1
JUND,CLN8
JUND,HSD17B14
JUND,HNRNPAB
JUND,ZFP62
JUND,MAD2L2
JUND,PARP6
JUND,TK1
JUND,PDE4C
JUND,PIP5KL1
JUND,IPP
JUND,DYSF
JUND,GLYATL1
JUND,DHX34
JUND,TBC1D5
JUND,RPL39
JUND,ZNF202
JUND,NOP2
JUND,MTRNR2L1
JUND,PTK2
JUND,RND1
JUND,SIRT1
JUND,STT3B
JUND,H2AFX
JUND,SEC11C
JUND,PPM1K
JUND,SURF4
JUND,SLAIN1
JUND,KIFAP3
JUND,VEPH1
JUND,ZNF527
JUND,POP1
JUND,RNF14
JUND,RGPD5
JUND,CAPRIN1
JUND,MAP7
JUND,RAD50
JUND,XPO5
JUND,LMO7
JUND,PARN
JUND,BCLAF1
JUND,TEX10
JUND,CKMT1A
JUND,ATP6V1B2
JUND,PHLPP1
JUND,WDR35
JUND,MYLIP
JUND,ANKRD36B
JUND,ELAVL2
JUND,PHF21A
JUND,APOL2
JUND,TTLL12
JUND,SLC46A3
JUND,TMEM138
JUND,UBA2
JUND,ATP2B1
JUND,TFAP4
JUND,VEZT
JUND,FGD6
JUND,TIPIN
JUND,SSB
JUND,CPSF6
JUND,GMNN
JUND,XKR9
JUND,DTWD2
JUND,MED16
JUND,CCDC113
JUND,GSTO2
JUND,CUX1
JUND,SEMA3A
JUND,BMF
JUND,ARL2
JUND,NMRAL1
JUND,SOS2
JUND,NSMCE4A
JUND,C10orf82
JUND,USP47
JUND,HOOK2
JUND,ZNF611
JUND,FOXP1
JUND,BLM
JUND,ATRNL1
JUND,PIK3R1
JUND,GCA
JUND,GTF3C6
JUND,UNC5D
JUND,SCLY
JUND,CSPP1
JUND,XPO1
JUND,DISC1
JUND,RPUSD1
JUND,CCDC82
JUND,PPM1H
JUND,GPHN
JUND,LIPT2
JUND,EIF4EBP2
JUND,C1RL
JUND,YWHAB
JUND,SCN9A
JUND,RBM43
JUND,TOP2A
JUND,YBX1
JUND,CISD2
JUND,KLHL4
JUND,MEIS2
JUND,EXOSC7
JUND,ZNF92
JUND,SS18L2
JUND,PDIA4
JUND,HIST1H4I
JUND,HTR3A
JUND,EPB41L4B
JUND,HAUS7
JUND,GAPVD1
JUND,PCCB
JUND,ZNF8
JUND,LMX1B
JUND,UNC79
JUND,MRPS26
JUND,WWP2
JUND,DCAF5
JUND,RFPL2
JUND,MAT2B
JUND,CDCA7
JUND,ESRRG
JUND,KLHDC7A
JUND,PGD
JUND,SRGAP1
JUND,PAWR
JUND,ATIC
JUND,YWHAQ
JUND,TRIM25
JUND,FOXN3
JUND,RBMS2
JUND,CDS2
JUND,HSP90B1
JUND,EPHB2
JUND,SLC25A4
JUND,MYBL2
JUND,ALDOC
JUND,PKIG
JUND,ARL4D
JUND,ARHGAP24
JUND,SOX5
JUND,ALMS1
JUND,PUS7
JUND,PSMG4
JUND,UPF1
JUND,ALAD
JUND,ZMAT1
JUND,DNAJB14
JUND,DECR1
JUND,CTDSP1
JUND,BCAT1
JUND,ULK2
JUND,FAM83D
JUND,TXNDC15
JUND,PRMT2
JUND,OIP5
JUND,NUSAP1
JUND,LRPAP1
JUND,TMEM131
JUND,CCND1
JUND,CDO1
JUND,BCAT2
JUND,PRICKLE1
JUND,ELOVL2
JUND,TMEM56
JUND,SNAI1
JUND,PCSK2
JUND,SETD7
JUND,PLA2G7
JUND,CHIC2
JUND,FAM117B
JUND,LIMK2
JUND,OSBPL10
JUND,FAM118A
JUND,RBMX
JUND,RNF138
JUND,CCNJ
JUND,LGMN
JUND,GLIPR1L1
JUND,PCK2
JUND,SPCS3
JUND,UNC13A
JUND,MAPKAP1
JUND,GOLT1A
JUND,CAD
JUND,BHLHB9
JUND,RAB3IP
JUND,HNRNPC
JUND,EIF1AX
JUND,TNFRSF8
JUND,CDH24
JUND,SERBP1
JUND,ANKRD50
JUND,WDFY2
JUND,ESPL1
JUND,NHLRC1
JUND,MAP2
JUND,DTNB
JUND,ZNF160
JUND,CXorf38
JUND,BCL2L1
JUND,DHX15
JUND,MND1
JUND,E2F3
JUND,CD24
JUND,DNAJC22
JUND,RSPO2
JUND,TMEM169
JUND,PRMT6
JUND,POLE4
JUND,MSRB2
JUND,HIST1H2BH
JUND,TMEM17
JUND,FOXD3
JUND,BEX2
JUND,CST3
JUND,SOX13
JUND,KIF5B
JUND,HIST1H1B
JUND,ANKLE1
JUND,CDC7
JUND,GFPT1
JUND,NPDC1
JUND,SALL2
JUND,BATF2
JUND,B4GALT4
JUND,AK3
JUND,AURKB
JUND,EIF4E3
JUND,MADCAM1
JUND,CALB1
JUND,SLC2A1
JUND,RARG
JUND,VHL
JUND,ZNF70
JUND,GPSM2
JUND,BOP1
JUND,ZNF124
JUND,GALC
JUND,ORAI2
JUND,HOXB5
JUND,GLMN
JUND,LRRC27
JUND,C9orf66
JUND,DTD1
JUND,FAM111A
JUND,SYNGR2
JUND,MIF
JUND,NRXN1
JUND,KIAA1324L
JUND,ZNF418
JUND,DNA2
JUND,KCNG3
JUND,RNF213
JUND,EFCAB6
JUND,HELLS
JUND,EPHA10
JUND,GATAD2A
JUND,SCAF4
JUND,ADAMTS3
JUND,STX17
JUND,NCOA6
JUND,TP53INP1
JUND,SLC14A2
JUND,MAN2A1
JUND,ALPL
JUND,F5
JUND,ICA1L
JUND,ZSWIM6
JUND,NOX4
JUND,PHACTR2
JUND,TMSB15B
JUND,ESRP1
JUND,IQGAP1
JUND,MSX1
JUND,MAGI1
JUND,CPNE7
JUND,PRKAR2B
JUND,TMEM130
JUND,ARFGAP3
JUND,LRFN5
JUND,SATB1
JUND,APOC1
JUND,CTBS
JUND,TEP1
JUND,APOBEC3F
JUND,NMUR1
JUND,NACC1
JUND,ZNF462
JUND,PTPRM
JUND,MCF2L2
JUND,RCAN2
JUND,JAKMIP2
JUND,USP7
JUND,DSE
JUND,NTS
JUND,CASK
JUND,NAV2
JUND,ZNF480
JUND,ELMOD1
JUND,CER1
JUND,CDC42EP2
JUND,SCG5
JUND,USP10
JUND,BEND3
JUND,EBPL
JUND,CROT
JUND,RUFY2
JUND,EIF4G3
JUND,GPR78
JUND,GULP1
JUND,CNTNAP2
JUND,CYP4F11
JUND,TLK1
JUND,SLC16A10
JUND,PRSS35
JUND,LRRN4
JUND,RHPN1
JUND,TUBB2B
JUND,MATN2
JUND,SERINC5
JUND,LDB2
JUND,AADAT
JUND,COBLL1
JUND,PGRMC1
JUND,MT1F
JUND,ZMIZ2
JUND,CLN6
JUND,SPAG6
JUND,PPIL6
JUND,CHRNB2
JUND,BTBD17
JUND,CADM1
JUND,CALCB
JUND,RASSF10
JUND,DNMT3B
JUND,L2HGDH
JUND,CCDC112
JUND,VANGL1
JUND,CUL1
JUND,LUZP2
JUND,KCNJ5
JUND,CHST6
JUND,RBMS3
JUND,MALT1
JUND,GALNT7
JUND,TIMP3
JUND,ETNK2
JUND,CADPS
JUND,CCKBR
JUND,ACBD7
JUND,USP44
JUND,ANKRD6
JUND,JPH1
JUND,SHOX2
JUND,CSRP2
JUND,CR2
JUND,CHST8
JUND,THSD7A
JUND,GRIN2A
JUND,LARP1
JUND,DAB1
JUND,ANKRD34B
JUND,PRUNE2
JUND,IGSF11
JUND,SDC2
JUND,FRY
JUND,CCDC3
JUND,KATNAL1
JUND,KDR
JUND,CAMK1D
JUND,SH3GL2
JUND,SLCO1A2
JUND,TRIM71
JUND,HRH3
JUND,GRB14
JUND,MYOCD
JUND,FBN3
JUND,ARHGEF6
JUND,ARL11
JUND,CTTNBP2
JUND,WSCD1
JUND,NANOG
JUND,CYYR1
JUND,ANKRD34C
JUND,SETBP1
JUND,SLC35F3
JUND,TRPC4
JUND,KLHL3
JUND,ASTN1
JUND,PTBP2
JUND,LIX1
JUND,TRPM3
JUND,SLC27A1
JUND,BVES
JUND,STOX2
JUND,ROR2
JUND,FAM19A4
JUND,MOB3B
JUND,GDNF
JUND,PLXDC2
JUND,CACNA1D
JUND,CHST10
KDM2B,MPHOSPH6
KDM2B,ASNS
KDM2B,CD24
KDM2B,TNFSF9
KDM2B,SNX18
KDM2B,APBB2
KDM2B,PRICKLE1
KDM2B,PROS1
KDM2B,PAG1
KDM2B,PAM
KDM2B,SIGMAR1
KDM2B,SLC7A5
KDM2B,KIAA1324L
KDM2B,PALLD
KDM2B,PKIA
KDM2B,RRAS2
KDM2B,HTR7
KDM2B,E2F7
KDM2B,CHN1
KDM2B,SLC16A10
KDM2B,C9orf66
KDM2B,ANKRD36B
KDM2B,SLC25A24
KDM2B,GLIPR2
KDM2B,RPL7
KDM2B,TTC23
KDM2B,LRRC28
KDM2B,FZD4
KDM2B,SDHD
KDM2B,FGFBP3
KDM2B,KIAA1841
KDM2B,FERMT2
KDM2B,PCYOX1
KDM2B,LIPT2
KDM2B,DTNB
KDM2B,SMAD5
KDM2B,RGPD5
KDM2B,NKX3-1
KDM2B,IRAK2
KDM2B,EIF4E3
KDM2B,DPYSL3
KDM2B,IGSF11
KDM2B,MND1
KDM2B,HECW2
KDM2B,COTL1
KDM2B,KLF5
KDM2B,ADARB1
KDM2B,SLC46A3
KDM2B,PKIG
KDM2B,EXT1
KDM2B,STX11
KDM2B,STEAP1
KDM2B,SLC25A4
KDM2B,NAAA
KDM2B,IL6ST
KDM2B,GOLM1
